"","#SHP-CRUISE","YEAR","MON","DAY","TIMEgmt","TIMEloc","LATITUDE","LONGITDE","UPPER_Z","LOWER_Z","T","GEAR","MESH","NMFS_PGC","ITIS_TSN","MOD","LIF","PSC","SEX","V","Water Strained","Original-VALUE","Orig-UNITS","VALUE-per-volu","UNITS","F1","F2","F3","F4","VALUE-per-area","UNITS__1","F1__1","F2__1","F3__1","F4__1","SCIENTIFIC NAME -[ modifiers ]-","RECORD-ID","DATASET-ID","SHIP","PROJ","INST","X__1","X__2","X__3","X__4","YY","MM","M","DD","D","Date","NPerVol"
"15","18HB-990218","1999","2","18","16.5","-99","70.078999999999994","46.206000000000003","0","0","-","127","168","2160000","4593","0","0","0","0",0.00007,"null","70","#/m3","6.9999999999999994E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Pleurosigma angulatum -[ ]-","0003_0006","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pleurosigma angulatum","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.0914691219228694
"16","18HB-990218","1999","2","18","16.5","-99","70.078999999999994","46.206000000000003","0","0","-","127","168","2160000","2902","0","0","0","0",0.00007,"null","70","#/m3","6.9999999999999994E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Rhizosolenia setigera -[ ]-","0003_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Rhizosolenia setigera","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.0914691219228694
"17","18HB-990218","1999","2","18","20.329999999999998","-99","69.878","48.061","0","0","-","127","168","2160000","3436","0","0","0","0",0.0005,"null","500","#/m3","5.0000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Achnanthes taeniata -[ ]-","0004_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Achnanthes taeniata","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.149534878122122
"18","18HB-990218","1999","2","18","20.329999999999998","-99","69.878","48.061","0","0","-","127","168","2160000","2439","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Cyclotella spp. -[ ]-","0004_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Cyclotella spp.","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.0880111736793393
"19","18HB-990218","1999","2","18","20.329999999999998","-99","69.878","48.061","0","0","-","127","168","2160000","4325","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Diploneis spp. -[ ]-","0004_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Diploneis spp.","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.0880111736793393
"20","18HB-990218","1999","2","18","20.329999999999998","-99","69.878","48.061","0","0","-","127","168","2160000","3649","2","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0004_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.1
"21","18HB-990218","1999","2","18","20.329999999999998","-99","69.878","48.061","0","0","-","127","168","2160000","2930","2","0","0","0",0.0002,"null","200","#/m3","2.0000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0004_0006","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,2,"02",18,"18","1999-02-18",0.118920711500272
"22","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","3436","0","0","0","0",0.00018,"null","180","#/m3","1.8000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Achnanthes taeniata -[ ]-","0005_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Achnanthes taeniata","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.115829218528827
"23","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","4676","0","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Amphiprora hyperborea -[ ]-","0005_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Amphiprora hyperborea","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0880111736793393
"24","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2572","0","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus curvatalus -[ ]-","0005_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus curvatalus","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.104663513939211
"25","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2439","2","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Cyclotella spp. -[ ]-","0005_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Cyclotella spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.104663513939211
"26","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2973","0","0","0","0",0.00102,"null","1020","#/m3","1.0200000000000001E-3","#/ml","0","-2","1","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0005_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Fragilaria oceanica","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.178710488906898
"27","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","4624","0","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Gyrosigma fasciola -[ ]-","0005_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Gyrosigma fasciola","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0880111736793393
"28","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2326","0","0","0","0",0.00018,"null","180","#/m3","1.8000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Melosira dubia -[ ]-","0005_0008","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Melosira dubia","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.115829218528827
"29","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","3649","2","0","0","0",0.00006,"null","60","#/m3","6.0000000000000002E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0005_0009","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0880111736793393
"30","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","5080","0","0","0","0",0.00024,"null","240","#/m3","2.4000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0005_0010","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia longissima","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.124466595457696
"31","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2346","0","0","0","0",0.0015,"null","1500","#/m3","1.5E-3","#/ml","0","-2","1","-1","null","-----","-1","-1","-1","-1","Paralia sulcata -[ ]-","0005_0011","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Paralia sulcata","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.196798967126543
"32","18HB-990218","1999","2","19","5.25","-99","69","50.497999999999998","0","0","-","127","168","2160000","2930","2","0","0","0",0.00012,"null","120","#/m3","1.2E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0005_0012","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.104663513939211
"33","18HB-990218","1999","2","19","8.25","-99","68.55","49.692999999999998","0","0","-","127","168","2160000","2546","2","0","0","0",0.00016,"null","160","#/m3","1.6000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus spp. -[ ]-","0006_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.11246826503807
"34","18HB-990218","1999","2","19","8.25","-99","68.55","49.692999999999998","0","0","-","127","168","2160000","2346","0","0","0","0",0.00092,"null","920","#/m3","9.2000000000000003E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Paralia sulcata -[ ]-","0006_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Paralia sulcata","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.17415941483654
"35","18HB-990218","1999","2","19","8.25","-99","68.55","49.692999999999998","0","0","-","127","168","2160000","2930","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0006_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0795270728767051
"36","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","4676","0","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Amphiprora hyperborea -[ ]-","0007_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Amphiprora hyperborea","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0795270728767051
"37","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","2546","2","0","0","0",0.000085,"null","85","#/m3","8.5000000000000006E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus spp. -[ ]-","0007_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0960184589404188
"38","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","3649","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0007_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0795270728767051
"39","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","5078","0","0","0","0",0.000085,"null","85","#/m3","8.5000000000000006E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia frigida -[ ]-","0007_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia frigida","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0960184589404188
"40","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","2345","2","0","0","0",0.000085,"null","85","#/m3","8.5000000000000006E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Paralia spp. -[ ]-","0007_0006","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Paralia spp.","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.0960184589404188
"41","18HB-990218","1999","2","19","17.25","-99","68.807000000000002","46.351999999999997","0","0","-","127","168","2160000","3139","0","0","0","0",0.00017,"null","170","#/m3","1.7000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Thalassionema nitzschioides -[ ]-","0007_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Thalassionema nitzschioides","-[ ]-",1999,2,"02",19,"19","1999-02-19",0.114185834543543
"42","18HB-990218","1999","2","20","10.5","-99","69.064999999999998","46.383000000000003","0","0","-","127","168","2160000","2546","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus spp. -[ ]-","0008_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0795270728767051
"43","18HB-990218","1999","2","20","10.5","-99","69.064999999999998","46.383000000000003","0","0","-","127","168","2160000","3649","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0008_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0795270728767051
"44","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","3436","0","0","0","0",0.00045,"null","450","#/m3","4.4999999999999999E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Achnanthes taeniata -[ ]-","0009_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Achnanthes taeniata","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.145647531512197
"45","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","4676","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Amphiprora hyperborea -[ ]-","0009_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Amphiprora hyperborea","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0840896415253715
"46","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2841","0","0","0","0",0.0002,"null","200","#/m3","2.0000000000000001E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Chaetoceros fragilis -[ ]-","0009_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Chaetoceros fragilis","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.118920711500272
"47","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2546","2","0","0","0",0.00015,"null","150","#/m3","1.4999999999999999E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus spp. -[ ]-","0009_0005","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.110668191970032
"48","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2552","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Coscinodiscus centralis -[ ]-","0009_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Coscinodiscus centralis","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0840896415253715
"49","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2439","2","0","0","0",0.00025,"null","250","#/m3","2.5000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Cyclotella spp. -[ ]-","0009_0006","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Cyclotella spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.125743342968294
"50","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2973","0","0","0","0",0.0004,"null","400","#/m3","4.0000000000000002E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Fragilaria oceanica -[ ]-","0009_0007","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Fragilaria oceanica","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.14142135623731
"51","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","3649","2","0","0","0",0.00025,"null","250","#/m3","2.5000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0009_0009","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.125743342968294
"52","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","3684","0","0","0","0",0.00015,"null","150","#/m3","1.4999999999999999E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Navicula septentrionalis -[ ]-","0009_0008","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula septentrionalis","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.110668191970032
"53","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","5149","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia closterium -[ ]-","0009_0010","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia closterium","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0840896415253715
"54","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2346","0","0","0","0",0.0013,"null","1300","#/m3","1.2999999999999999E-3","#/ml","0","-2","1","-1","null","-----","-1","-1","-1","-1","Paralia sulcata -[ ]-","0009_0011","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Paralia sulcata","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.189882892211594
"55","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","2930","2","0","0","0",0.0002,"null","200","#/m3","2.0000000000000001E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Pennales spp. -[ ]-","0009_0012","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pennales spp.","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.118920711500272
"56","18HB-990218","1999","2","20","20","-99","68.635999999999996","47.62","0","0","-","127","168","2160000","4599","0","0","0","0",0.00005,"null","50","#/m3","5.0000000000000002E-5","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Pleurosigma formosum -[ ]-","0009_0013","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Pleurosigma formosum","-[ ]-",1999,2,"02",20,"20","1999-02-20",0.0840896415253715
"57","18HB-990218","1999","2","21","5","-99","68.816000000000003","51.674999999999997","0","0","-","127","168","2160000","2439","2","0","0","0",0.00004,"null","40","#/m3","4.0000000000000003E-5","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Cyclotella spp. -[ ]-","0010_0001","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Cyclotella spp.","-[ ]-",1999,2,"02",21,"21","1999-02-21",0.0795270728767051
"58","18HB-990218","1999","2","21","5","-99","68.816000000000003","51.674999999999997","0","0","-","127","168","2160000","3649","2","0","0","0",0.00015,"null","150","#/m3","1.4999999999999999E-4","#/ml","-4","1","1","-1","null","-----","-1","-1","-1","-1","Navicula spp. -[ ]-","0010_0002","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Navicula spp.","-[ ]-",1999,2,"02",21,"21","1999-02-21",0.110668191970032
"59","18HB-990218","1999","2","21","5","-99","68.816000000000003","51.674999999999997","0","0","-","127","168","2160000","5078","0","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia frigida -[ ]-","0010_0003","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia frigida","-[ ]-",1999,2,"02",21,"21","1999-02-21",0.1
"60","18HB-990218","1999","2","21","5","-99","68.816000000000003","51.674999999999997","0","0","-","127","168","2160000","5080","0","0","0","0",0.0001,"null","100","#/m3","1E-4","#/ml","-6","-2","1","-1","null","-----","-1","-1","-1","-1","Nitzschia longissima -[ ]-","0010_0004","Biological Atlas of the Arctic Seas 2000","7573","null","898","90039920","5A","Nitzschia longissima","-[ ]-",1999,2,"02",21,"21","1999-02-21",0.1
